,timestamp,tweet_text,followers_count,scaled_followers_count,neg,neu,pos,compound
0,2021-04-15 02:05:09,$C will confirm that positive headway is happening in covert acqusition discussion    $PTCT $ENLC $NCMI $GNCA $MFGP,34950,1.0,0.0,0.816,0.184,1.1148
