,timestamp,tweet_text,followers_count,scaled_followers_count,neg,neu,pos,compound
0,2021-04-15 04:21:32,"$IPSI To Be Scooped Up In Cash And Stock Transaction By Unnamed Nasdaq Traded Company, Official PR Coming Next Week   $CMCSA $PVTL $AWGI $NOK $CSCO $ECOB $FPFI $GAHC $MMEX $CHK $DSCR $SPOM",34950,1.0,0.0,1.0,0.0,0.0
1,2021-04-15 03:31:35,Join now $TSLA $NVDA  $MU $AMZN $MSFT $BABA $NFLX $ADBE $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH  $XLNX $ACN $FB $NFLX $DLTR $EA $SPY $SPX $DJIA $HD $GS $BA $GDX $VZ $WDC $AMD $ADSK $V $CAT $JPM ,30,0.0008583690987124463,0.0,0.949,0.051,0.2962540772532189
2,2021-04-15 03:30:01,To the enhance your experience in trading and get instant help click here   $BA $BB $BABA $LUV $KSS  $SPG $RY $KO $STORE $SNAP $CSCO  $MRO $XOG $PACD $APA $CHAP $DNR $XOM $CDEV $INPX $ENOB $GUSH $RCL $TELL $ENSV  $AXAS $FET $FUBO ,30,0.0008583690987124463,0.0,0.937,0.063,0.4022449785407725
3,2021-04-15 03:01:24, $ULTA  Daily $AAPL $ALGN $AMZN $PYPL $SQ $MU $CRM $FB $SNAP $REGN $NVDA $NFLX $X $BA $BABA $MMM $CSCO $HD $JD $KO $LLY $LOW $PG $TSCO $RH $EDU $VEEV $LRCX $ADSK $WDAY $ATVI $MSFT $QQQ $SPX $AAL $UAL $UNH $SEDG $SMH $QCOM $OLED $ULTA $COST $WMT $MCD $KO $X $BYND $TDOC ,421,0.012045779685264664,0.0,1.0,0.0,0.0
4,2021-04-15 02:38:35,"NASDAQ:CSCO  $CSCO #CSCO  Cisco Systems, Inc.  —-&gt; 🔵 2021.04(apr.).14.wed.: ➤ So far in the school year,  delivered 2,300 sessions to 21,000 students &amp; 2,000 teachers in 100+ schools across remote northern regions.    ",504,0.014420600858369098,0.0,1.0,0.0,0.0
5,2021-04-15 02:28:04,$CSCO to announce new joint venture with $WSM as soon as Wednesday   $RSHN $F $TWOH  $ERIC $IMTV $PLSB $TPAC,34950,1.0,0.0,1.0,0.0,0.0
6,2021-04-15 01:56:59,Gain from opinions of smart traders &amp; investors $ANZ $JBLU $CSCO  ,1950,0.055793991416309016,0.0,0.596,0.404,0.7674566523605151
7,2021-04-15 01:40:38,  GO $CSCO,17,0.0004864091559370529,0.0,1.0,0.0,0.0
8,2021-04-15 00:56:47,"*Make as much as you want, i've made 35K+ last week. Best room on the net     $AAPL $TSLA $GEVO $QQQ $MSFT $AMD $UAL $PLUG $INO $PTON $CSCO $INTC $NVDA  $BA $NKLA $LULU $TIF $TRIL $ITCI $NNOX $AEO $INSG $NLS $WKHS $WORK $BABA ",18,0.0005150214592274678,0.0,0.879,0.121,0.6708453218884121
9,2021-04-15 00:50:19,$XLF $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $Vidt $TWTR $XLE $XOM $AMD $BTC.X $BTC $ETH $ZI $Z $BA $DOW $NET $PROP $RIOT  Was able to close it for a 100%profit. ,18,0.0005150214592274678,0.0,1.0,0.0,0.0
10,2021-04-15 00:48:43,$BBD $DAL $XLRE $CSCO $RF $T $AAPL $SAVE  $ET $GLD $IVR $IAU $INTC $GOLD $PBR $TWTR $KEY $HYG $AUY $SPY $PCG $CZR $EWZ  one of the largest stocks and options trading communities with real traders providing analysis. ,18,0.0005150214592274678,0.0,1.0,0.0,0.0
11,2021-04-15 00:48:24,$SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $VIDT $QQQ $NOVA Get instant updates and free trading analysis click here ,18,0.0005150214592274678,0.0,0.879,0.121,0.5108629699570817
12,2021-04-15 00:22:56,$TSLA BOTTOM GEM. Getting loaded afterhours.🤫         $SNDL $GSAT $TRCH $ZOM $TLRY $AMC $OGI $ITRM $APHA $BPTH $NIO $NVCN $OCGN $NOK $ACB $TWTR $SENS $F $TRXC $CRBP  $AMD $TXMD $ANCN $AYRO $GME $CSCO $IDEX $GE $T $GEVO $BAC $BAC $XSPA $ZYNE $FCEL $NVIV ,30,0.0008583690987124463,0.0,1.0,0.0,0.0
