,timestamp,tweet_text,followers_count,scaled_followers_count,neg,neu,pos,compound
0,2021-04-15 04:47:52,$JBLU Jetblue Airways Option Order Flow Sentiment is 75.3% Bullish. ,6931,0.43681855423205396,0.0,1.0,0.0,0.0
1,2021-04-15 04:08:30,"So when the CDC say to keep social distance and wear masks airlines enforce it, kicking 2yr olds off the planes etc. buy when they say to keep the middle seats empty suddenly the CDC are ignored. #Hypocrisy $AAL $JBLU $SAV $DAL $UAL",22,0.0013865254931619084,0.091,0.909,0.0,-0.4773609567025903
2,2021-04-15 04:00:15,$AAL $JBLU $AAL - American-JetBlue partnership said to be under DOJ review ,225,0.014180374361883154,0.0,1.0,0.0,0.0
3,2021-04-15 02:43:04,How to Trade: When Jetblue Airways $JBLU Moves Investors should Listen  Click for Details ,1685,0.10619524799899162,0.0,1.0,0.0,0.0
4,2021-04-15 02:15:04,When Jetblue Airways $JBLU Moves Investors should Listen ,1685,0.10619524799899162,0.0,1.0,0.0,0.0
5,2021-04-15 01:56:59,Gain from opinions of smart traders &amp; investors $ANZ $JBLU $CSCO  ,1950,0.12289657780298734,0.0,0.596,0.404,0.8162335224049915
6,2021-04-15 01:47:23,$JBLU:  New Insider Filing on JETBLUE AIRWAYS CORP's  Chief Financial Officer  STEPHEN J PRIEST:  ,5542,0.3492783765046953,0.0,1.0,0.0,0.0
7,2021-04-15 01:39:53,$JBLU JetBlue Airways Corporati Top stock up 175% from low. Close: 20.83 VolvsAvg: 1.15 Liq: $185M ,15867,1.0,0.117,0.782,0.101,-0.1544
8,2021-04-15 01:25:15,UPDATE 2-U.S. DOJ steps up probe of American-JetBlue partnership - WSJ $JBLU ,13072,0.8238482384823849,0.0,1.0,0.0,0.0
9,2021-04-15 01:24:14,U.S. DOJ steps up probe of American-JetBlue partnership - WSJ $JBLU ,13072,0.8238482384823849,0.0,1.0,0.0,0.0
