,index,Date,Open,High,Low,Close,Adj Close,Volume,adjClose,volume,Percent Price Change Within Period,Scaled Volume,SMA(3),t+1
0,0,2019-03-12,38.0,38.0,38.0,38.0,36.924294,10000,36.924294,10000,0.0,0.001982820648455861,,38.624756
1,1,2019-03-13,39.0,39.900002,38.700001,39.75,38.624756,20477400,38.624756,20477400,1.9230769230769231,4.0603011546690055,,39.499275
2,2,2019-03-14,39.75,41.400002,39.75,40.650002,39.499275,6248600,39.499275,6248600,2.264155974842769,1.2389853103941295,,40.51955
3,3,2019-03-15,41.380001,41.869999,41.240002000000004,41.700001,40.51955,7107300,40.51955,7107300,0.7733204259709908,1.4092501194770344,38.349441666666664,40.51955
4,4,2019-03-18,41.950001,41.950001,41.049999,41.700001,40.51955,4020900,40.51955,4020900,-0.5959475424088786,0.7972723545376172,39.547860333333325,39.198055
5,5,2019-03-19,41.549999,41.700001,39.84,40.34,39.198055,10118500,39.198055,10118500,-2.912151694636614,2.0063170731400635,40.179458333333336,37.526745
6,6,2019-03-20,40.490002000000004,40.810001,38.240002000000004,38.619999,37.526745,15683200,37.526745,15683200,-4.618431483406703,3.1096972793862965,40.079051666666665,38.887112
7,7,2019-03-21,39.0,40.07,38.75,40.02,38.887112,12751700,38.887112,12751700,2.6153846153846234,2.5284334062914606,39.08144999999999,37.623909000000005
8,8,2019-03-22,39.93,39.990002000000004,37.689999,38.720001,37.623909000000005,10898000,37.623909000000005,10898000,-3.0303005259203513,2.160877942687198,38.537303999999985,36.380142
9,9,2019-03-25,38.889998999999996,38.959998999999996,37.389998999999996,37.439999,36.380142,9338900,36.380142,9338900,-3.728464996874893,1.8517363753864444,38.01258866666665,36.477318
10,10,2019-03-26,37.650002,38.279999,37.509997999999996,37.540001000000004,36.477318,6287100,36.477318,6287100,-0.29216731515710653,1.2466191698906846,37.63038766666665,35.874863
11,11,2019-03-27,37.52,37.91,36.759997999999996,36.919998,35.874863,5578100,35.874863,5578100,-1.5991524520255957,1.106037185915164,36.82712299999998,35.369587
12,12,2019-03-28,36.849998,37.150002,36.34,36.400002,35.369587,5326200,35.369587,5326200,-1.2211561042689845,1.056089933780561,36.24410766666665,35.670811
13,13,2019-03-29,36.549999,36.91,36.150002,36.709998999999996,35.670811,5895300,35.670811,5895300,0.43775650992492937,1.168932256884184,35.90725599999998,35.806847
14,14,2019-04-01,36.91,37.150002,36.709998999999996,36.849998,35.806847,5311200,35.806847,5311200,-0.162562991059326,1.053115702807877,35.63842033333332,35.252987
15,15,2019-04-02,36.959998999999996,37.18,35.900002,36.279999,35.252987,6704600,35.252987,6704600,-1.8398268896057053,1.3294019319637167,35.61574833333332,35.058647
16,16,2019-04-03,36.369999,36.560001,35.900002,36.080002,35.058647,8393500,35.058647,8393500,-0.7973522352860104,1.6642805112814272,35.57688166666665,35.719395
17,17,2019-04-04,36.200001,36.799999,36.009997999999996,36.759997999999996,35.719395,4908400,35.719395,4908400,1.5469529959405128,0.973247687088075,35.37282699999999,36.613354
18,18,2019-04-05,36.790001000000004,37.849998,36.689999,37.68,36.613354,7344900,36.613354,7344900,2.4191328507982264,1.4563619380843456,35.34367633333332,36.409298
